symbol_long,symbol_short,qty_long,qty_short,entry_time,exit_time,entry_price_long,entry_price_short,exit_price_long,exit_price_short,fees,pnl
GOOGL,MSFT,29.31714609193217,24.425989616718148,2024-02-26 14:30:00+00:00,2024-03-22 18:30:00+00:00,140.02499389648438,409.3999938964844,151.10000610351562,428.44000244140625,29.00002520703424,-169.38332538405353
MA,BRK-B,22.394660929128293,22.90890097604485,2024-05-01 13:30:00+00:00,2024-05-31 18:30:00+00:00,446.5350036621094,400.0299987792969,443.19000244140625,410.8299865722656,38.501000941710956,-360.82701997849193
SLV,GLD,68.14161349661372,41.2950109381118,2024-12-31 15:30:00+00:00,2025-02-05 17:30:00+00:00,26.264999389648438,242.16000366210938,29.540000915527344,264.82501220703125,24.738594537748646,-737.5264821354343
DBC,USO,175.07900912525997,126.10339993900334,2025-06-13 14:30:00+00:00,2025-06-25 16:30:00+00:00,22.5,79.30000305175781,21.8700008392334,73.80999755859375,27.075947423448145,554.9327821315829
DBC,USO,179.07840492556176,129.04891309431179,2025-07-08 16:30:00+00:00,2025-07-18 13:30:00+00:00,22.41010093688965,77.48999786376953,22.790000915527344,77.13999938964844,28.04919521953377,85.14960965615445
DBC,USO,178.61738678145747,128.71669051036514,2025-07-29 14:30:00+00:00,2025-07-31 13:30:00+00:00,22.40999984741211,77.69000244140625,22.5,80.28500366210938,28.355726782099673,-346.3001037161821
USO,COPX,137.37112548488426,158.41377443260896,2025-08-08 13:30:00+00:00,2025-09-04 13:30:00+00:00,72.79550170898438,45.809600830078125,74.15299987792969,49.86000061035156,35.341863713953515,-490.4999295563916
USO,DBC,148.8316659717434,207.1335726428989,2025-10-20 13:30:00+00:00,2025-11-11 14:30:00+00:00,67.19000244140625,22.206899642944336,72.62000274658203,23.225000381469727,30.21862775565827,567.0545206095902
